product_id,total_sales,product_weight_g,segment_turnover
00e040fed5fb843e28740181ddca3521,21.99,400.0,Low
00e2784f846618842151d40ec730ece0,109.9,800.0,Medium
00e32638060f6356e6f00749dc466b5c,699.0,7050.0,Top Turnover
00e41fb1706dc56cc3bbdd2c1d6df362,24.9,500.0,Low
00e437f5e55fc5a62e4ef2f84f41b5fb,9.9,550.0,Low
00e4ded51458037ecda216453eb79d3c,130.0,1400.0,Medium
00e62bcf9337ca4c5d5b4c5c8188f8d2,208.69,700.0,High
00e928700d549c4173b1bf631ca30abf,55.9,300.0,Low
00efb9a8ce0cf3b2f37892ab003edc10,289.9,2217.0,High
00f179926ae5965cd6ff548d765d8a61,47.67,133.0,Low
00f2fa1c4397392f20e5627e3220accd,99.99,7850.0,Medium
00f42e56821b1779fbf397fe72639054,199.98,750.0,High
00f8c37377b038c9c791128d2f928111,40.8,100.0,Low
00faa46f36261af8bbf3a4d37fa4841b,2800.0,100.0,Top Turnover
00fd6afd95fe066db8433832180a5369,1502.93,299.0,Top Turnover
00fefaf41156bb4b0d850fb27da97897,69.95,100.0,Medium
00ffe57f0110d73fd84d162252b2c784,179.98,16000.0,High
0103208eb1ea5a1a7359c0251a65e37a,759.9,1600.0,Top Turnover
0105b5323d24fc655f73052694dbbb3a,649.95,2839.0,Top Turnover
01078a94cb29913dfda1a962fd4e3400,149.8,268.0,High
01084e8138d03dc691daa19aa6c12471,89.8,1390.0,Medium
010951987d78f9d52fbf50a43b690ba1,533.7,1100.0,Top Turnover
010a3a47c14f1295796c08419f32cef6,29.97,200.0,Low
010c38887e6a41a5acfea2687515b254,179.7,1400.0,High
010c79af51e82f60de174b6da6060c0a,175.8,192.0,High
010c988805cc0a13b9ba455ffc6c8510,298.0,200.0,High
010f24a605e8431fc68562e597f80d63,24.9,500.0,Low
0110573bc9195aa810a4384f189f48f5,599.9499999999999,3900.0,Top Turnover
0110986ff84d644fee920efb18577292,59.9,2900.0,Low
0111ab6fb41da433e0f17d3f4ec2c8f5,105.0,500.0,Medium
0112c32bab2fb9a2147b92cdd5f1d3e7,65.0,800.0,Medium
011377a7487fef47fc9e73fa5f7322a6,97.98,1875.0,Medium
0116f3b947377cccf0135f8071b54d74,99.9,1050.0,Medium
01175f0c6182b4410c669417d7e8268f,35.09,600.0,Low
011967a30ceeaa86acb72e79664544ad,299.70000000000005,4100.0,High
011ae9863bd5b15e528a16dd8ceb4772,4749.3,1575.0,Top Turnover
011bb8a6af5178b33871a83c4f297d32,31.58,600.0,Low
011be89e68e286ac07f51c22ecbb04aa,139.8,450.0,High
011c2759ca1a29c74ecd8bfa48d0ac14,22.9,450.0,Low
01217a683550744160a91eaa46a92305,277.5,1300.0,High
0124d1581f26143e988b8e1a4b7adab7,48.6,250.0,Low
0127db1f4effcf8f5b88d80588bc5624,98.0,200.0,Medium
0129d1e9b29d3fe6833cc922374cd252,81.64,100.0,Medium
012dd0e1c1f14325ee35f06748329355,299.08,490.0,High
0130c4375ccbe30dbfa676abd076a056,169.8,1038.0,High
013298e0648d412de0d65690045493bc,49.9,350.0,Low
0134eb6b933b7ebc0f9e24ae5abefaa0,40.5,1150.0,Low
0135900191d4383219257d6fde585ccf,317.98,14475.0,High
01365901d8f2247976a7e5d4c98c52c0,87.0,250.0,Medium
0138b665025e0b24bfa6206d97b0f117,169.9,1000.0,High
013b5dd7d319685753e2c12292975615,265.99,10100.0,High
013c4b7963865454407e0c79047636c3,52.7,1075.0,Low
013cc658e88b36989b48b2bd5f7add59,119.49,1050.0,Medium
013e6676e0e3529e5909ff54370daddf,2299.2,1088.0,Top Turnover
013ee64977aaa6b2b25475095162e0e9,1049.85,1350.0,Top Turnover
013fef6ee8c8f3ff998e8f0a950a0495,13.5,150.0,Low
0141015d2469c1c5f9d7d377d1cdb44a,139.0,17800.0,High
0141f5b2fc5389a8b247ae23b58482ef,199.0,240.0,High
01422266d7a3131403364787ef9dab11,67.8,450.0,Medium
0142fd5bd2e0923cf2dbc73d471dda34,74.9,1400.0,Medium
014a8a503291921f7b004a5215bb3c36,658.74,150.0,Top Turnover
014d94f219fbff1166b9cf700eee36b2,199.9,400.0,High
01503fbd89d42654631476b292b8bc8c,89.99,400.0,Medium
0152cb427657428c06633fce6d721da4,339.8,150.0,Top Turnover
0152f69b6cf919bcdaf117aa8c43e5a2,981.6,250.0,Top Turnover
01545847403c0f1e69d76654d66be35c,129.7,450.0,Medium
015527ec9502daa03dfd0e22ef1d1288,52.0,200.0,Low
01586bfbe1d5449887f1cac4ad1fbd02,29.47,125.0,Low
01593b27eef404f592e6a3f1174493bf,439.98,2000.0,Top Turnover
015dfd6612249811b2e147c1f3be048f,29.9,300.0,Low
015e04445dedbd5da301ef29cbb03f83,313.5,550.0,High
015e652da4f31f2f7a051a6de66094c0,149.8,700.0,High
015ec57b45a4c3efc70288eb133d623a,305.0,750.0,High
015f06d7b83e5a6f7d1765fb5d8bdfa6,24.9,400.0,Low
01604238fbc11ce379e537a76b26bc94,36.64,125.0,Low
0160785b697a5ea87d52949bd097ce05,626.7,14000.0,Top Turnover
0160814e8c847c018da9cf3e01c271be,79.56,400.0,Medium
0164201c7c8b81dc5779e015e2d7be59,43.98,600.0,Low
016711f78a6a87696645db0a6a834826,1903.7,1150.0,Top Turnover
0167ff78aa8cd40d5432d3daae646c7a,46.9,700.0,Low
016809bbae76f284266dcffcbb12480b,69.9,600.0,Medium
0168e1b28d8e55a515928cf656eff0a4,79.4,950.0,Medium
016becd5c493d3b3872aaa7294accf52,136.5,1071.0,Medium
016cae136d358dcdacbd7ac9f1864c09,315.0,300.0,High
016f3b29107ed03252e477b08445cec4,54.9,3500.0,Low
017066298c485af1e19e55363f5dc362,43.98,100.0,Low
0174eb125f49a617bd9c6277e5aa76a9,152.25,250.0,High
0176300ac9900e260f35fbddd71c6d92,120.9,200.0,Medium
017692475c1c954ff597feda05131d73,366.65,50.0,Top Turnover
0176bf7839ab4e611dc01cdc3ef6f4e4,1631.0,1600.0,Top Turnover
017e3ffa31fcd2f8061fa66a9e486381,1654.44,700.0,Top Turnover
017e8dcb2e1a468d46e6e80fd694c5ec,118.8,1150.0,Medium
0182796b487918d688ba48cf3a0d1bf4,199.0,2300.0,High
0182db9fc95fd36e324e8a4c40c0819a,139.9,2400.0,High
01847cb3f55acfd629641e58e38e561e,376.0,800.0,Top Turnover
01849445c151d94a1f0cfff03c9ed154,49.9,1200.0,Low
0185e6719ca5c224fc53853997fa3f68,110.0,1600.0,Medium
0185f302dc17abf603edfe7929a0120a,59.9,10600.0,Low
01880e9ca075037ac0520fb94c07a79a,32.98,550.0,Low
01886ce599b5837b3e1966cdafacd080,40.0,1000.0,Low
018ca97302e4293050cc41413194bb19,88.0,2467.0,Medium
018e4943e4cc9ed099f6fc1a7b65b07d,49.9,300.0,Low
019003324f0a201dd2c8962beaf94b6d,64.99,250.0,Medium
0192191cc1bc83262d6667c54c2e048f,169.8,850.0,High
0193fc18d9a6e9b9b0b3a41768fefa12,239.8,500.0,High
01948c8dbac93beb665f136bccd530d8,69.9,550.0,Medium
0198a991deae439205851e71a7b0bdf7,269.9,12600.0,High
019d8b8866a5555ac955b45ffd35e039,74.9,1400.0,Medium
01a0f7d0d081d619be810e512be45f97,286.0,4517.0,High
01a184b7d8422cd95e9cf2a8cff32b5e,239.8,1287.0,High
01a2ad2b54cd734f78cb817da7752d8b,113.0,430.0,Medium
01a5038835acf17f141c7247956b72d6,409.6,1350.0,Top Turnover
01a52711e989a817ab8100ddcf8d2940,129.9,1500.0,Medium
01a630ec9b9f9387e5a91c1f83bd209b,7.12,300.0,Low
01a88bd2633c52bcc66348307cb3ae15,719.96,11800.0,Top Turnover
01a900ffd5609ad754c38f9dcbce8c6d,99.0,700.0,Medium
01a9707790aab6855a6438b92c4c396b,89.9,400.0,Medium
01a977e282d5884149e79181506c0941,35.0,900.0,Low
01aa9c122bda45bcbf7edd32fbc36d23,239.0,14700.0,High
01aace6e8152ecaf9eb47678521069c6,23.7,475.0,Low
01af6a4592d74b6d41ceeede0bd8b417,199.9,6600.0,High
01b0238705b6ae8e35c6fea837e6ae4a,8.03,900.0,Low
01b154ceb5457897eb28b9e549f28219,78.0,400.0,Medium
01b25153516d822621a92f9ce0b03e17,34.9,650.0,Low
01b660ebc1a0c293ccf9b117fa6dd8bb,54.9,350.0,Low
01b8234bc0c131e61acb47932d0bc25f,19.9,200.0,Low
01b864cf36d60d972e2e29d8c5084d64,139.99,2400.0,High
01bacce2c74317ed2524bcaabae2e9d4,28.78,1000.0,Low
01bc2a3c12d6e588aecb54ffad194c13,239.7,4350.0,High
01bd9be7c04525d23a4a901b4abbf56c,639.6,8150.0,Top Turnover
01c2e91674406ebaca6a1bbf7f61c3f0,175.4,600.0,High
01c3486b189d16ad1b35270d5881e5a4,199.75,9750.0,High
01c666c82f414c762ad21bffa56e8b49,94.9,50.0,Medium
01c69d0fbb0d9d8f42ac171ac1238233,680.0,30000.0,Top Turnover
01c96f284d6c40f92f25142a59328511,1167.0,3750.0,Top Turnover
01c9a70868bec5b748c67fcc26ce5895,1642.4,750.0,Top Turnover
01caf54032309b518a584331b8a673f6,54.9,800.0,Low
01cb96c64e8e35f29826a58963f6ecc5,99.0,7100.0,Medium
01cda14e6051f3dcf61bb80abf210b79,49.78,150.0,Low
01cdc6fbdb39fc792bb4c40164ce2331,114.9,7050.0,Medium
01cf56cd6138b926a4802d16fc304149,1071.66,100.0,Top Turnover
01cf7c4cffff8db0a1cbe612bd2d50a4,209.25,800.0,High
01cf8c7364048b4b6ed0fe400667054d,229.9,1200.0,High
01cfc3d9c29504c2d370933e53f002b4,358.0,400.0,Top Turnover
01d15932271068f9fd1f369b8449cac1,243.1,4900.0,High
01d40fca05c4227b987ee069be837b49,199.9,9700.0,High
01d4157fd9738ea81038316ae4cfc192,336.0,355.0,Top Turnover
01da7f08d8327e0b4fab7edaa0c417a4,2173.0,350.0,Top Turnover
01e20e6604216c8adb31d463214ba00c,319.9,300.0,High
01e25be2c25019945382e057a8292e72,113.0,1575.0,Medium
01e66dc5bf4d5a186d856506a4f0fea2,24.41,200.0,Low
01ea398598302b06869909ac5bfa5bcf,85.9,5000.0,Medium
01ea47d0dff23faa8d07ba3f353d2af0,44.5,300.0,Low
01ebdb7ca76a3c581c0d5229ed80be7c,28.96,600.0,Low
01ece5f98b5fe510881404f92229a49f,39.99,900.0,Low
01ecf875ab885ebcae3dd2b1ccc4715f,69.4,550.0,Medium
01ef0716b68c8493434ad32430c24e18,317.95,1250.0,High
01f1608fbd6fc5b04308ff6157326e6d,104.97,150.0,Medium
01f2d77d8a63937c77c7128ce4bd2ada,339.6,650.0,Top Turnover
01f3a99b81f49109d42540d84bcb8e07,90.1,248.0,Medium
01f76c07f91a533acd46cc6ab989be23,71.82,750.0,Medium
01fc56750f0d3444c4a1746ecf19dee0,254.70000000000002,800.0,High
01fd8a430d3bea327b7c71e651391001,12.99,100.0,Low
01ff1ff8aa5dec93e9938b989393a4ca,370.4,350.0,Top Turnover
02032c15ca85744c99aa99583e824a90,36.0,100.0,Low
02034d6c9c4814a08a3a0f5a6ad84332,269.0,200.0,High
02044dc95cf33aaf55e03bde1b042539,91.98,150.0,Medium
02064a5bc5d3656476e9dab151c69989,481.0,450.0,Top Turnover
02090f97a28b3d10d19a09f045f6df34,349.9,375.0,Top Turnover
020a80cb704bf65f38761fcedf2af192,683.6,800.0,Top Turnover
0210b75f6f4de09dfc17a66803290f8a,142.0,1800.0,High
021426c19c264227de3c34e3f5e2f4ee,104.0,1750.0,Medium
0214e4741dab5812bb31a61af1dc3de5,169.0,2100.0,High
021c41b063949bf529b79289c58e0a8b,103.0,550.0,Medium
021d39ee869e87d5288f4e731df4a90e,636.0,10350.0,Top Turnover
021f04378f9692f8747f926f38bb8281,60.5,16150.0,Medium
022649cdc8ef07dddfa3de3409647e00,34.9,825.0,Low
0226c9207aea0b16076a27ca65cb4929,427.0,600.0,Top Turnover
02293621a345f7cddda16c5d9c7990e4,109.94999999999999,217.0,Medium
022b0ef3922883f810bdff4d58e93115,99.9,1625.0,Medium
022ff42cced44a2b2cca57061cabb526,439.9,3900.0,Top Turnover
0233382eae30811d6dfffbbfb5de36d8,419.0,10750.0,Top Turnover
02335f37af17baf50a91273e4bdc8ef4,57.99,450.0,Low
0233dd6f06e23c705ab76dc3ab165837,156.0,100.0,High
023473d9db1c319f2bcd010e043b2ba2,149.9,18050.0,High
02357c69f595e004b50ba115b3f88d63,250.0,4000.0,High
023a60ac6b3484afe23d788ce2444df0,259.9,14300.0,High
023d0e2e8457861c3badfb5fa7bcd58a,19.89,150.0,Low
024063adde9af865418b7da3dd897b98,340.0,450.0,Top Turnover
0241aa4ed831b73fd4940ffd9cec20dc,533.0,8400.0,Top Turnover
024553ca83fc6e9ec93f5a9c823d1834,131.25,2000.0,Medium
02475368dfb38934fe55f574024fe1d7,348.0,250.0,Top Turnover
025249b91a565601dc1b8f47ee7a230e,717.0,500.0,Top Turnover
0254806b6c237bd1f21cae60ea8d1533,233.88,7183.0,High
0254a096e569c4a89b6870e9d4a65c3c,171.0,600.0,High
0254d6e0da36c6f28720f89cde66819a,153.9,361.0,High
0257013d9462b3b6e9892bdd10ebe14d,29.99,300.0,Low
0259a8068ce1198d4370abb0d3c2e576,18.7,500.0,Low
0259ef48d9c5f59c3b31147c52db801d,68.0,3650.0,Medium
025dcf8f0a969c92d254bc425b380685,90.5,150.0,Medium
025dd9fac2544d8e7e3451ec87bc6511,118.58,1100.0,Medium
02623b0e4e6b951aefb23575de1f3886,54.0,1600.0,Low
026311ea0b72ef8c80ebf91efd36b499,13.9,300.0,Low
0268130c8c3e3cac87b5ec4931348c73,139.9,1400.0,High
0269bdfd3a4f3d384753cbadc1d742be,27.9,350.0,Low
026b77b15418f2a8114dfb0026739be4,191.94,378.0,High
026d610705e01d905582241e68aefefe,45.0,500.0,Low
026ddfe4a1a29002815e6da024d6128e,79.99,550.0,Medium
026f43af35e7951067097527d5c31bcc,359.8,10317.0,Top Turnover
02706657691ad03bacea6d0d0d69d13d,759.05,4550.0,Top Turnover
0271c9f7fe6a29e563ddb672cdcc2968,48.0,400.0,Low
027293c3b6d9e221268d9d6a5ffe5d0b,699.99,30000.0,Top Turnover
027325f946f1b3d8f94c3496e9a59a10,285.8,300.0,High
027bb42a4ef22da4c7a80ecf9c60ba0c,339.5,300.0,Top Turnover
027cdd14a677a5834bc67a9789db5021,3507.7000000000003,341.0,Top Turnover
027e1564c58eb02f39089b2b1f28d5e0,84.9,1400.0,Medium
0281221c8b9fdc713111952393cba4f3,12.0,150.0,Low
02834e5af210b8a2593eb81eecf40707,65.78,945.0,Medium
02851253400fd18410f8eb4369cff9e1,346.69,3900.0,Top Turnover
0285a1295a18a4d37c11fa446d4c1345,19.9,200.0,Low
0288532d075e4bf58e044c92e68c94cd,65.9,1000.0,Medium
0288f8dd74b931b4ec7a468fdd6ed040,49.99,500.0,Low
028b0b0277744a9eaa2c4f57c24dcb68,719.4,13150.0,Top Turnover
028b3574d7619f191a7345161ae590e4,99.98,150.0,Medium
028da1c319c010397ad1ea42db816d23,15.99,1200.0,Low
0290cc426311fb177fe19e513a7dc349,49.9,1000.0,Low
02934e6f6fe473ea19f3e42b9deb9b59,49.5,435.0,Low
0294e314a033317e28ecc40aee9025e8,19.5,400.0,Low
02965440ee186dd4f7f6e8f962a75c60,379.88,10013.0,Top Turnover
0296dd002a346e3bbdda4e0bc48a5073,4040.0,13450.0,Top Turnover
029e44e66d4690b45077bee6d76799f6,119.69999999999999,500.0,Medium
02a0c276d5a252215b48269dea73a6e7,840.0,300.0,Top Turnover
02a1edfc6f788c8329299c7244acf2e8,79.8,800.0,Medium
02a3073438c0d024f60e34a05bd340c4,305.0,850.0,High
02a56644dd5dbe6884a047f4d9ea52ea,59.9,4200.0,Low
02a60f0074f36110106a16d15267aad5,12.9,450.0,Low
02a79d79e818ad0be36cfc843a6af7ad,57.98,300.0,Low
02a93c4e95263ca545e9f46ca2b59833,199.0,1700.0,High
02a97df83a8a100c7d2b14a02aea6a3d,349.5,400.0,Top Turnover
02a99f266fc960423c1186ecbd627804,69.9,300.0,Medium
02aa16706915b09bedf8409296478283,44.9,200.0,Low
02ad328219e45e7d138101bc3c8aa6c6,119.85,1000.0,Medium
02ad78835ec3f72e750d1dfa6a7e11b3,342.78,1250.0,Top Turnover
02b750ee6f6f12a23c311b775ee4427a,750.0,700.0,Top Turnover
02b7929be620a2f05bb13d0c0e2cbd48,378.0,1649.0,Top Turnover
02b824e9f1158bc1005e058c4ea78e8d,174.0,733.0,High
02c575cb5b29a173624c93f01786440b,89.0,200.0,Medium
02c9b70f3d2ddf38f1120e09d4f9cd45,59.9,133.0,Low
02ca198b1084a6d8ed9e152d84243bfb,37.88,2650.0,Low
02ca56d6ca8d517a067869b6b6543ded,44.24,7300.0,Low
02cd4165b1e6a3782def2e4e851ae884,104.8,3100.0,Medium
02cd69fa0c8bfb37ca444168927c1e85,22.0,750.0,Low
02ce0c74e59d6cf6bc9026601414a9c4,330.0,15900.0,Top Turnover
02ce467092b184e71d3967d29110adc1,3690.4900000000002,12275.0,Top Turnover
02d48451331287e2bf12560d032d57a6,237.0,150.0,High
02d53241d2a3c4b1d65f21028e15fde8,129.98,400.0,Medium
02d5d374678728b3af7bd59ee012abb4,40.7,100.0,Low
02d7f60ee640c8218aab6a668bbd2c56,299.98,150.0,High
02db1469fdcd31a4fb670da6caec8bf6,39.9,700.0,Low
02dc711c164ca9c218d316491801ced9,148.0,3000.0,High
02e27630510d16a95a473d9b35959d3e,34.99,100.0,Low
02ed3b595447e948efc3eac897e4df0e,403.5,725.0,Top Turnover
02ee0862685e90b57cc241b7c9885f95,2842.95,555.0,Top Turnover
02f331648b37d96cbaf60e96f9c0cd92,24.99,2350.0,Low
02f381f455650d4c7b90c96dc50a6206,18.8,175.0,Low
02f3b0fb0ec2472bd4b9058a860ce6e3,299.99,12050.0,High
02f5620577c231921c3b01678005d2ba,240.0,500.0,High
02f875bbe513c98bf25188a84b42dd39,42.9,500.0,Low
02f8dd9b448d3ec2c73e65a22da1121c,977.51,250.0,Top Turnover
02fb2d61da1247bf732360ea76b16240,769.4000000000001,850.0,Top Turnover
02fbee632a2044d48ab16d57eec4db58,779.2,1017.0,Top Turnover
02fcaaaba3a4b4882987a3639d968572,41.14,950.0,Low
0302c3fcf5e2d9526e243db50d30d5e3,120.0,200.0,Medium
030729544fc3eb6a40981f877e836450,49.9,150.0,Low
03078714f1e3f3758555f67ff35b4b01,169.6,600.0,High
030f129f7f4681d3996e2531840057af,120.0,800.0,Medium
0312536dd9e1c1b732d2b8ff5c3181d6,99.0,600.0,Medium
03137dc3af3dc8138e070c4536407618,215.7,625.0,High
0314706dab9f01188f5cab6878b8f9b4,59.0,250.0,Low
0320a1be5c5224f64bfbffa583cf03d6,533.0,167.0,Top Turnover
03233a6dca60544336766af227f78f09,159.6,1700.0,High
032c32a02f67b0fad495803ca810689e,75.9,800.0,Medium
032e8352e7d34cc2558d4ae22132866c,139.0,4450.0,High
0333795efd58e3c33c5850b92721c3e4,49.99,6317.0,Low
0335b2f76fdeed85180abe8c6c444aa4,799.95,7300.0,Top Turnover
033c52084417b98d716d863d8bd11fba,150.0,600.0,High
033ccb3016d3b24bc724629b8df41f94,44.9,400.0,Low
033e5e4f49acb5621c782ac8a37aa90b,34.9,175.0,Low
0343ce4ce35af74dd177bfc133eabb45,59.9,600.0,Low
0347f9daa0a33f82b4c9c0821450cc8a,390.0,9075.0,Top Turnover
034abfb9b758233fd393bd361d4ec599,143.39999999999998,900.0,High
034ecce08e1adf75b5fecf2faac7ed11,89.8,550.0,Medium
0350ac874c8937571b129554110ec3b6,19.9,90.0,Low
03511a5e5d4c3d8ef00f1578e1419800,1954.3999999999999,400.0,Top Turnover
0352f26fa462bd615275f3e91857926d,229.99,250.0,High
0354c6a8cb8961e29b70e564b93861fe,279.92,400.0,High
03552ec45033c8658713c541f6af9f05,163.47,250.0,High
0356344ba89a9deb1e8a6bef7a7c78b5,51.9,350.0,Low
03566b85189259c49476f004ad2afd08,84.98,150.0,Medium
035a4019c8009b57768aa3c1e1ad63a3,99.0,1900.0,Medium
035df2b15f358d231e00af9e62488cf4,51.4,783.0,Low
03613e666b3919a3e807eac45a8f2731,147.0,5400.0,High
03624ffc0958f7ea385b6d4e088532b0,259.8,153.0,High
0364c36f8e845e4d309c0a3accc04b1c,1816.91,16800.0,Top Turnover
0366dd798c6de7ec8d16c23de6a82cfd,146.04,3500.0,High
036734b5a58d5d4f46b0616ddc047ced,1611.55,300.0,Top Turnover
0367635ea4efa4eb15a29f1e05887851,149.0,1150.0,High
0368744ea61d6163219e3bcbbbac3680,209.89,2000.0,High
0369a47f7ad96df46ad8ed76767de8bd,39.9,900.0,Low
036bcd084feae22f3a997f5080ec30df,13.8,200.0,Low
036c967e979f490c3890acef838d9f44,21.99,150.0,Low
036ecb2f1816e95d3fa658207266ecf5,26.0,150.0,Low
037a23831f142c505b119215d92eaf7e,245.98,8900.0,High
